RECNO,REGION,FIELD,SQL_ORDER,SQL_NAME,SQL_SYNTAX,EASY_NAME,Edited,Comments
681,GLSL,LGDS,1002,S,"(LGFU='PR' AND AGE>=15 AND AGE<=39) OR
(LGFU='PWUS4' AND AGE>=15 AND AGE<=34) OR
(LGFU='PWOR' AND AGE>=15 AND AGE<=34) OR
(LGFU='PWUSC' AND AGE>=15 AND AGE<=34) OR
(LGFU='PWUSH' AND AGE>=15 AND AGE<=34) OR
(LGFU='PWST' AND AGE>=15 AND AGE<=34) OR
(LGFU='PJ1' AND AGE>=10 AND AGE<=24) OR
(LGFU='PJ2' AND AGE>=10 AND AGE<=24) OR
(LGFU='SP1' AND AGE>=10 AND AGE<=24) OR
(LGFU='SF' AND AGE>=15 AND AGE<=29) OR
(LGFU='SB' AND AGE>=10 AND AGE<=24) OR
(LGFU='LC' AND AGE>=15 AND AGE<=29) OR
(LGFU='HE' AND AGE>=15 AND AGE<=44) OR
(LGFU='CE' AND AGE>=15 AND AGE<=34) OR
(LGFU='LWMW' AND AGE>=15 AND AGE<=34) OR
(LGFU='MWD' AND AGE>=10 AND AGE<=29) OR
(LGFU='MWR' AND AGE>=10 AND AGE<=29) OR
(LGFU='MWUS' AND AGE>=15 AND AGE<=34) OR
(LGFU='PO' AND AGE>=10 AND AGE<=24) OR
(LGFU='BW' AND AGE>=10 AND AGE<=29) OR
(LGFU='HDSL1' AND AGE>=15 AND AGE<=39) OR
(LGFU='HDSL2' AND AGE>=15 AND AGE<=34) OR
(LGFU='HDUS' AND AGE>=15 AND AGE<=34) OR
(LGFU='BY' AND AGE>=15 AND AGE<=39) OR
(LGFU='OAK' AND AGE>=15 AND AGE<=34)",,,
682,GLSL,LGDS,1003,I,"(LGFU='PR' AND AGE>=40 AND AGE<=79) OR
(LGFU='PWUS4' AND AGE>=35 AND AGE<=74) OR
(LGFU='PWOR' AND AGE>=35 AND AGE<=74) OR
(LGFU='PWUSC' AND AGE>=35 AND AGE<=74) OR
(LGFU='PWUSH' AND AGE>=35 AND AGE<=74) OR
(LGFU='PWST' AND AGE>=35 AND AGE<=74) OR
(LGFU='PJ1' AND AGE>=25 AND AGE<=59) OR
(LGFU='PJ2' AND AGE>=25 AND AGE<=59) OR
(LGFU='SP1' AND AGE>=25 AND AGE<=64) OR
(LGFU='SF' AND AGE>=30 AND AGE<=69) OR
(LGFU='SB' AND AGE>=25 AND AGE<=64) OR
(LGFU='LC' AND AGE>=30 AND AGE<=69) OR
(LGFU='HE' AND AGE>=45 AND AGE<=84) OR
(LGFU='CE' AND AGE>=35 AND AGE<=74) OR
(LGFU='LWMW' AND AGE>=35 AND AGE<=74) OR
(LGFU='MWD' AND AGE>=30 AND AGE<=64) OR
(LGFU='MWR' AND AGE>=30 AND AGE<=64) OR
(LGFU='MWUS' AND AGE>=35 AND AGE<=74) OR
(LGFU='PO' AND AGE>=25 AND AGE<=64) OR
(LGFU='BW' AND AGE>=30 AND AGE<=64) OR
(LGFU='HDSL1' AND AGE>=40 AND AGE<=79) OR
(LGFU='HDSL2' AND AGE>=35 AND AGE<=74) OR
(LGFU='HDUS' AND AGE>=35 AND AGE<=74) OR
(LGFU='BY' AND AGE>=40 AND AGE<=79) OR
(LGFU='OAK' AND AGE>=35 AND AGE<=69)",,,
683,GLSL,LGDS,1004,M,"(LGFU='PR' AND AGE>=80 AND AGE<=139) OR
(LGFU='PWUS4' AND AGE>=75 AND AGE<=119) OR
(LGFU='PWOR' AND AGE>=75 AND AGE<=139) OR
(LGFU='PWUSC' AND AGE>=75 AND AGE<=129) OR
(LGFU='PWUSH' AND AGE>=75 AND AGE<=119) OR
(LGFU='PWST' AND AGE>=75 AND AGE<=119) OR
(LGFU='PJ1' AND AGE>=60 AND AGE<=99) OR
(LGFU='PJ2' AND AGE>=60 AND AGE<=99) OR
(LGFU='SP1' AND AGE>=65 AND AGE<=109) OR
(LGFU='SF' AND AGE>=70 AND AGE<=114) OR
(LGFU='SB' AND AGE>=65 AND AGE<=109) OR
(LGFU='LC' AND AGE>=70 AND AGE<=114) OR
(LGFU='HE' AND AGE>=85 AND AGE<=154) OR
(LGFU='CE' AND AGE>=75 AND AGE<=124) OR
(LGFU='LWMW' AND AGE>=75 AND AGE<=119) OR
(LGFU='MWD' AND AGE>=65 AND AGE<=104) OR
(LGFU='MWR' AND AGE>=65 AND AGE<=104) OR
(LGFU='MWUS' AND AGE>=75 AND AGE<=119) OR
(LGFU='PO' AND AGE>=65 AND AGE<=94) OR
(LGFU='BW' AND AGE>=65 AND AGE<=99) OR
(LGFU='HDSL1' AND AGE>=80 AND AGE<=139) OR
(LGFU='HDSL2' AND AGE>=75 AND AGE<=139) OR
(LGFU='HDUS' AND AGE>=75 AND AGE<=129) OR
(LGFU='BY' AND AGE>=80 AND AGE<=139) OR
(LGFU='OAK' AND AGE>=70 AND AGE<=119)",,,
684,GLSL,LGDS,1005,L,"(LGFU='PR' AND AGE>=140) OR
(LGFU='PWUS4' AND AGE>=120) OR
(LGFU='PWOR' AND AGE>=140) OR
(LGFU='PWUSC' AND AGE>=130) OR
(LGFU='PWUSH' AND AGE>=120) OR
(LGFU='PWST' AND AGE>=120) OR
(LGFU='PJ1' AND AGE>=100) OR
(LGFU='PJ2' AND AGE>=100) OR
(LGFU='SP1' AND AGE>=110) OR
(LGFU='SF' AND AGE>=115) OR
(LGFU='SB' AND AGE>=110) OR
(LGFU='LC' AND AGE>=115) OR
(LGFU='HE' AND AGE>=155) OR
(LGFU='CE' AND AGE>=125) OR
(LGFU='LWMW' AND AGE>=120) OR
(LGFU='MWD' AND AGE>=105) OR
(LGFU='MWR' AND AGE>=105) OR
(LGFU='MWUS' AND AGE>=120) OR
(LGFU='PO' AND AGE>=95) OR
(LGFU='BW' AND AGE>=100) OR
(LGFU='HDSL1' AND AGE>=140) OR
(LGFU='HDSL2' AND AGE>=140) OR
(LGFU='HDUS' AND AGE>=130) OR
(LGFU='BY' AND AGE>=140) OR
(LGFU='OAK' AND AGE>=120)",,,
805,GLSL,LGDS,1006,T,(((LGFU='BY') or (LGFU='HDUS') or(LGFU='HE') or (LGFU='LWMW') or (LGFU='OAK')or (LGFU='PWOR') or (LGFU='PWUS4') or (LGFU='PWUSC') or (LGFU='PWUSH')) AND (DEVSTAGE = 'SEEDCUT')),,,
650,GLSL,LGFU,1,PR,(PR>=70) AND (PW<30),,,
651,GLSL,LGFU,2,PWUS4,(PW+PR>=50) AND (PW>PR) AND ((PW+PR)*STKG>=30) AND (QR+OB+OW<20),,,
652,GLSL,LGFU,3,PWOR,(PW+PR+QR+OW+OB>=50) AND (PW>=QR+OB+OW) AND ((PW+PR+QR+OB+OW)*STKG >=30) AND (QR+OB+OW>=20),,,
653,GLSL,LGFU,4,PWUSC,(PW+PR>=30) AND ((PW+PR)*STKG >=30),,,
654,GLSL,LGFU,5,PWUSC,(PW>=HE) AND (PW>=SW) AND (PW>CE) AND (PW>=QR) AND ((PW+PR) >=30) AND ((PW+PR+SW+HE+QR+PJ+CE)*STKG >=30) AND ((AllCon)>=80),,,
655,GLSL,LGFU,6,PWUSH,(PW>=PR) AND ((PW+PR)>=30) AND ((PW+PR)*STKG >=30),,,
656,GLSL,LGFU,7,PWUSH,(PW>=PR) AND (PW>=HE) AND (PW>=SW) AND (PW>CE) AND (PW>=QR) AND (PW+PR>=30) AND ((PW+PR+SW+HE+QR+PJ+CE)*STKG>=30) AND (AllCon<80),,,
657,GLSL,LGFU,8,PWST,(PW+PR>=30) AND (PW+PR>=HE) AND (PW+PR>=SW) AND (PW+PR>=SB) AND (PW+PR>=CE) AND (PW+PR>=QR),,,
658,GLSL,LGFU,9,PJ1,(PJ>=70) AND (AllHwd<=20),,,
659,GLSL,LGFU,10,PJ2,(((PJ+SB+PR>=70) OR ((PJ>=50) AND (AllCon>=70) AND (BF+SW+HE+PW+CE+LA<=20))) AND (PJ>=SB)),,,
660,GLSL,LGFU,11,HE,(HE>=40),,,
661,GLSL,LGFU,12,CE,(CE>=40) AND (CE>=SB+LA+BF) AND (AllHwd<30),,,
662,GLSL,LGFU,13,SB,(SB>=80) AND (MH+AW+BD+BE+CH+IW+QR+OW+OB+YB+PR=0) AND (PW+PJ<=10),,,
663,GLSL,LGFU,14,LC,(SB+CE+LA>=80) AND (MH+AW+BD+BE+CH+IW+QR+OW+OB+YB+PR=0) AND (PW+PJ<=10),,,
664,GLSL,LGFU,15,SP1,(SB+SW+BF+CE+LA+PW+PJ+PR+HE>=70) AND ((BF+CE+PW+LA+SW+HE<=20) OR (PJ>=30)),,,
665,GLSL,LGFU,16,SF,(SW+SB+PW+PR+PJ+BF+CE+LA+HE>=70),,,
666,GLSL,LGFU,17,BY,(YB>=40),,,
667,GLSL,LGFU,18,OAK,(QR>=MH+BE) AND (QR>=30) AND (QR+MH+AW+AB+BE+BD+YB+PW+PR+SW+HE>=40),,,
668,GLSL,LGFU,19,HDSL2,((BD+AW+CH+QR+OW+OB>=30) OR ((BE+QR+OW+OB>=30) OR (BE>=20))),,,
669,GLSL,LGFU,20,HDSL1,(MH+AW+BD+BE+CH+IW+QR+YB+OW+OB+HE+EX>=50) AND (PO+PB+BW+BF<=30) AND (SC<=2),,,
670,GLSL,LGFU,21,LWMW,(CE+AB+LA+SB>=30) AND ((AB>=20) OR (AB+MR+YB>=30)),,,
671,GLSL,LGFU,22,HDUS,(MH+AW+BD+BE+CH+EX+IW+QR+YB+OW+OB+HE>=50),,,
672,GLSL,LGFU,23,PO,(PO+PB>=50) AND (AllHwd>=70),,,
673,GLSL,LGFU,24,BW,(PO+PB+BW>=50) AND (AllHwd>=70),,,
674,GLSL,LGFU,25,MWUS,((SW+PW+PR+CE+MH+YB+AW+CH+BD+QR+OW+OB+IW+BE+HE)*STKG>=30),,,
675,GLSL,LGFU,26,MWD,(PJ+PW+PR>=20),,,
676,GLSL,LGFU,27,MWR,Stkg>=0,,,
640,GLSL,PFT,1,PWR,SFU='PR1' or SFU='PWUS4' or SFU='PWOR' or SFU='PWUSH' or SFU='PWST' or SFU='PWUSC',,,
641,GLSL,PFT,2,PJK,SFU='PJ1',,,
642,GLSL,PFT,3,MCU,SFU='PJ2' or SFU='HE1' or SFU='SP1' or SFU='SF1',,,
643,GLSL,PFT,4,MCL,SFU='SB1' or SFU='LC1' or SFU='CE1',,,
644,GLSL,PFT,5,MIX,SFU='LWMW' or SFU='MWUS' or SFU='MWR' or SFU='MWD',,,
645,GLSL,PFT,6,POP,SFU='PO1',,,
646,GLSL,PFT,7,BWT,SFU='BW1',,,
647,GLSL,PFT,8,TOL,SFU='BY1' or SFU='OAK' or SFU='HDSL2' or SFU='HDSL1' or SFU='HDUS',,,
610,GLSL,SFU,1,PR1,(PR>=70) AND (PW<30),,,
611,GLSL,SFU,2,PWUS4,(PW+PR>=50) AND (PW>PR) AND ((PW+PR)*STKG>=30) AND (QR+OB+OW<20),,,
612,GLSL,SFU,3,PWOR,(PW+PR+QR+OW+OB>=50) AND (PW>=QR+OB+OW) AND ((PW+PR+QR+OB+OW)*STKG >=30) AND (QR+OB+OW>=20),,,
613,GLSL,SFU,4,PWUSC,(PW+PR>=30) AND ((PW+PR)*STKG >=30),,,
614,GLSL,SFU,5,PWUSC,(PW>=HE) AND (PW>=SW) AND (PW>CE) AND (PW>=QR) AND ((PW+PR) >=30) AND ((PW+PR+SW+HE+QR+PJ+CE)*STKG >=30) AND ((AllCon)>=80),,,
615,GLSL,SFU,6,PWUSH,(PW>=PR) AND ((PW+PR)>=30) AND ((PW+PR)*STKG >=30),,,
616,GLSL,SFU,7,PWUSH,(PW>=PR) AND (PW>=HE) AND (PW>=SW) AND (PW>CE) AND (PW>=QR) AND (PW+PR>=30) AND ((PW+PR+SW+HE+QR+PJ+CE)*STKG>=30) AND (AllCon<80),,,
617,GLSL,SFU,8,PWST,(PW+PR>=30) AND (PW+PR>=HE) AND (PW+PR>=SW) AND (PW+PR>=SB) AND (PW+PR>=CE) AND (PW+PR>=QR),,,
618,GLSL,SFU,9,PJ1,(PJ>=70) AND (AllHwd<=20),,,
619,GLSL,SFU,10,PJ2,(((PJ+SB+PR>=70) OR ((PJ>=50) AND (AllCon>=70) AND (BF+SW+HE+PW+CE+LA<=20))) AND (PJ>=SB)),,,
620,GLSL,SFU,11,HE1,(HE>=40),,,
621,GLSL,SFU,12,CE1,(CE>=40) AND (CE>=SB+LA+BF) AND (AllHwd<30),,,
622,GLSL,SFU,13,SB1,(SB>=80) AND (MH+AW+BD+BE+CH+IW+QR+OW+OB+YB+PR=0) AND (PW+PJ<=10),,,
623,GLSL,SFU,14,LC1,(SB+CE+LA>=80) AND (MH+AW+BD+BE+CH+IW+QR+OW+OB+YB+PR+OH=0) AND (PW+PJ<=10),,,
624,GLSL,SFU,15,SP1,(SB+SW+BF+CE+LA+PW+PJ+PR+HE>=70) AND ((BF+CE+PW+LA+SW+HE<=20) OR (PJ>=30)),,,
625,GLSL,SFU,16,SF1,(SW+SB+PW+PR+PJ+BF+CE+LA+HE>=70),,,
626,GLSL,SFU,17,BY1,(YB>=40),,,
627,GLSL,SFU,18,OAK,(QR>=MH+BE) AND (QR>=30) AND (QR+MH+AW+AB+BE+BD+YB+PW+PR+SW+HE>=40),,,
628,GLSL,SFU,19,HDSL2,((BD+AW+CH+QR+OW+OB>=30) OR ((BE+QR+OW+OB>=30) OR (BE>=20))),,,
629,GLSL,SFU,20,HDSL1,(MH+AW+BD+BE+CH+IW+QR+YB+OW+OB+HE+EX>=50) AND (PO+PT+PL+PB+BW+BF<=30) AND (SC<=2),,,replaced PO with PO+PT+PL
630,GLSL,SFU,21,LWMW,(CE+AB+LA+SB>=30) AND ((AB>=20) OR (AB+MR+YB>=30)),,,
631,GLSL,SFU,22,HDUS,(MH+AW+BD+BE+CH+EX+IW+QR+YB+OW+OB+HE>=50),,,
632,GLSL,SFU,23,PO1,(PO+PT+PL+PB>=50) AND (AllHwd>=70),,,replaced PO with PO+PT+PL
633,GLSL,SFU,24,BW1,(PO+PT+PL+PB+BW>=50) AND (AllHwd>=70),,,replaced PO with PO+PT+PL
634,GLSL,SFU,25,MWUS,((SW+PW+PR+CE+MH+YB+AW+CH+BD+QR+OW+OB+IW+BE+HE)*STKG>=30),,,
635,GLSL,SFU,26,MWD,(PJ+PW+PR>=20),,,
636,GLSL,SFU,27,MWR,Stkg>=0,,originally Stkg>=0,some inventories have STKG = 0 where polytype <> 'FOR'
300,NEBOR,ECOGRP,1,ConLow,"ECONUM IN (126,127,128,129,134,135,136,137,222,223,224)",,,Econum = 126 or Econum = 127 or Econum = 128 or Econum = 129 or Econum = 134 or Econum = 135 or Econum = 136 or Econum = 137 or Econum = 222 or Econum = 223 or Econum = 224
301,NEBOR,ECOGRP,2,HwdLow,"ECONUM IN (70,71,119,120,130,131)",,,Econum = 70 or Econum = 71 or Econum = 119 or Econum = 120 or Econum = 130 or Econum = 131
302,NEBOR,ECOGRP,3,PineES,"ECONUM IN (12,34,35,49,50)",,,Econum = 12 or Econum = 34 or Econum = 49 or Econum = 35 or Econum = 50
303,NEBOR,ECOGRP,4,ShalES,"ECONUM IN (11,12,14,15,16,17,18,19,23,24,25,26,27,28)",,,Econum = 11 or Econum = 12 or Econum = 14 or Econum = 15 or Econum = 16 or Econum = 17 or Econum = 18 or Econum = 19 or Econum = 23 or Econum = 24 or Econum = 25 or Econum = 26 or Econum = 27 or Econum = 28
304,NEBOR,ECOGRP,5,NA,EcoNum>0,,,Careful when using 'NA'. some scripts automatically change this to 'nan'
480,NEBOR,LGCLS,1,Bog,(LGFU='Bog'),,,
481,NEBOR,LGCLS,2,PSSap,((LGDS='P')  or  (LGDS='S')),,,
482,NEBOR,LGCLS,3,ImLPine,((LGFU='PJ1') or (LGFU='PR1')) and ((LGDS='I') or  (LGDS='M') or  (LGDS='L')),,,
483,NEBOR,LGCLS,4,ImmCon,((LGDS='I')  and  ((LGFU='SB1') or (LGFU='LC1') or (LGFU='SF1') or (LGFU='SP1') or (LGFU='PRW') or (LGFU='PJ2'))),,,
484,NEBOR,LGCLS,5,MLMix,(((LGFU='PRW') or (LGFU='PW1') or (LGFU='MW1') or (LGFU='MW2')) and ((LGDS='M') or (LGDS='L'))),,,
485,NEBOR,LGCLS,6,MLLwCon,(((LGFU='SB1') or (LGFU='LC1'))  and  ((LGDS='M') or (LGDS='L'))),,,
486,NEBOR,LGCLS,7,ImLHImMix,((LGDS='I')  and  (LGFU='LH1') or (LGFU='PO1') or (LGFU='BW1') or (LGFU='MW1') or (LGFU='MW2')),,,
487,NEBOR,LGCLS,8,ImLHImMix,(((LGDS='M') or (LGDS='L'))  and  ((LGFU='LH1') or (LGFU='PO1') or (LGFU='BW1'))),,,
488,NEBOR,LGCLS,9,MLCon,(((LGDS='M') or (LGDS='L'))  and  ((LGFU='SF1') or (LGFU='SP1') or (LGFU='PJ2'))),,,
442,NEBOR,LGDS,43,M,"(LGFU='PW1' AND AGE>=80 AND AGE<=129) OR
(LGFU='PR1' AND AGE>=80 AND AGE<=129) OR
(LGFU='PRW' AND AGE>=80 AND AGE<=129) OR
(LGFU='LC1' AND AGE>=80 AND AGE<=119) OR
(LGFU='SB1' AND AGE>=80 AND AGE<=119) OR
(LGFU='SP1' AND AGE>=80 AND AGE<=109) OR
(LGFU='PJ1' AND AGE>=70 AND AGE<=109) OR
(LGFU='PO1' AND AGE>=60 AND AGE<=89) OR
(LGFU='BW1' AND AGE>=70 AND AGE<=89) OR
(LGFU='LH1' AND AGE>=70 AND AGE<=99) OR
(LGFU='MW1' AND AGE>=70 AND AGE<=99) OR
(LGFU='PJ2' AND AGE>=70 AND AGE<=109) OR
(LGFU='SF1' AND AGE>=80 AND AGE<=109) OR
(LGFU='MW2' AND AGE>=70 AND AGE<=99) OR
(LGFU='BOG' AND AGE>=80 AND AGE<=119)",can be deleted unless NER LGFU actually has PW1,,
456,NEBOR,LGDS,57,L,"(LGFU='PW1' AND AGE>129) OR
(LGFU='PR1' AND AGE>129) OR
(LGFU='PRW' AND AGE>129) OR
(LGFU='LC1' AND AGE>=120) OR
(LGFU='SB1' AND AGE>=120) OR
(LGFU='SP1' AND AGE>=110) OR
(LGFU='PJ1' AND AGE>=110) OR
(LGFU='PO1' AND AGE>89) OR
(LGFU='BW1' AND AGE>89) OR
(LGFU='LH1' AND AGE>99) OR
(LGFU='MW1' AND AGE>99) OR
(LGFU='PJ2' AND AGE>109) OR
(LGFU='SF1' AND AGE>109) OR
(LGFU='MW2' AND AGE>99) OR
(LGFU='BOG' AND AGE>=120)",can be deleted unless NER LGFU actually has PW1,,
